Date,Census,Tree_Number,Shelter_type,Builder_order,Ara,Hem,Lep,Col,Orth,Hym,Dip,Egg,Gall,Miscellaneous,Leaf Count,Reps,,,,,,,,,
7/16/24,3,T13-01,Gall,,0,0,0,0,0,0,0,0,2,Pinch,NA,NA,,,,,,,,,
7/16/24,3,T13-01,Gall,,0,0,0,0,0,0,0,0,231,Orange,NA,NA,,,,,,,,,
7/16/24,3,T13-04,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/16/24,3,T13-04,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,4,,,,,,,,,
7/16/24,3,T13-08,Gall,,0,0,0,0,0,0,0,0,4,Balloon,NA,NA,,,,,,,,,
7/16/24,3,T13-08,Gall,,0,0,0,0,0,0,0,0,415,Orange,NA,NA,,,,,,,,,
7/16/24,3,T13-08,Gall,,0,0,0,0,0,0,0,0,292,Orange,NA,NA,,,,,,,,,
7/18/24,3,T01-01,Gall,,0,0,0,0,0,0,0,0,4,Pinch,NA,NA,,,,,,,,,
7/18/24,3,T01-01,Web,Ara,1,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
7/18/24,3,T01-01,Gall,,0,0,0,0,0,0,0,0,28,,NA,NA,,,,,,,,,
7/18/24,3,T01-10,Gall,,0,0,0,0,0,0,0,0,16,Spike,NA,NA,,,,,,,,,
7/18/24,3,T01-09,Roll,Lep,0,0,0,0,0,0,0,0,0,Shed pupa,1,1,,,,,,,,,
7/18/24,3,T01-09,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T01-09,Web,Ara,0,0,0,0,0,0,0,0,0,Stem,0,1,,,,,,,,,
7/18/24,3,T01-09,Gall,,0,0,0,0,0,0,0,0,277,Small green bumps,NA,NA,,,,,,,,,
7/18/24,3,T01-19,Web,Ara,0,0,0,0,0,0,0,0,0,Stem,0,2,,,,,,,,,
7/18/24,3,T02-02,Gall,,0,0,0,0,0,0,0,0,1,Pinch,NA,NA,,,,,,,,,
7/18/24,3,T02-05,Gall,,0,0,0,0,0,0,0,0,157,Bump/ball (not balloon),NA,NA,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T02-07,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,0,0,0,0,0,0,0,0,0,Stem,0,1,,,,,,,,,
7/18/24,3,T02-07,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T02-10,Web,Ara,0,0,0,0,0,0,0,0,0,Stem,0,1,,,,,,,,,
7/18/24,3,T02-10,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T02-10,Web,Ara,0,0,0,0,0,0,0,0,0,Stem,0,1,,,,,,,,,
7/18/24,3,T02-17,Web,Ara,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T02-12,Web,Ara,1,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,
7/18/24,3,T02-12,Fold,Ara,0,0,0,0,0,0,0,1,0,,1,1,,,,,,,,,
7/18/24,3,T03-03,Web,Ara,1,0,0,0,0,0,0,0,0,,7,1,,,,,,,,,
7/18/24,3,T03-03,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T03-03,Gall,,0,0,0,0,0,0,0,0,5,Pinch,NA,NA,,,,,,,,,
7/18/24,3,T03-03,Web,Ara,0,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,
7/18/24,3,T03-03,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T03-03,Web,Ara,0,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,
7/18/24,3,T03-03,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
7/18/24,3,T03-03,Fold,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T03-03,Gall,,0,0,0,0,0,0,0,0,64,Orange,NA,NA,,,,,,,,,
7/18/24,3,T03-10,Web,Ara,0,0,0,0,0,0,0,0,0,Stem,6,1,,,,,,,,,
7/18/24,3,T03-10,Fold,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T03-10,Web,Ara,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/18/24,3,T01-05,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T01-07,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T01-07,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T01-07,Fold,Lep,0,2,0,0,0,0,0,0,0,Aphids,1,1,,,,,,,,,
7/18/24,3,T01-12,Web,Unk,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T02-04,Web,Ara,1,0,0,0,0,0,0,0,0,Made leaf fold,1,1,,,,,,,,,
7/18/24,3,T02-04,Fold,Lep,0,0,1,0,0,0,0,0,0,Lep fell,1,1,,,,,,,,,
7/18/24,3,T02-04,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T02-04,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-18,Web,Ara,1,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T02-07,Fold,Unk,0,1,0,0,0,0,0,0,0,Unk hem,1,2,,,,,,,,,
7/18/24,3,T02-07,Fold,Unk,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,1,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,1,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,
7/18/24,3,T02-07,Web,Unk,0,0,0,0,0,0,0,0,0,Plus twigs,1,1,,,,,,,,,
7/18/24,3,T02-07,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/18/24,3,T02-08,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-12,Web,Ara,0,0,0,0,0,0,0,0,0,On twigs,0,1,,,,,,,,,
7/18/24,3,T02-12,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branch and twigs,3,1,,,,,,,,,
7/18/24,3,T02-12,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branches and twigs,2,1,,,,,,,,,
7/18/24,3,T02-12,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branches and twigs,12,1,,,,,,,,,
7/18/24,3,T02-12,Web,Ara,0,0,0,0,0,0,0,0,0,Dead fly in web,4,1,,,,,,,,,
7/18/24,3,T02-12,Fold,Lep,0,1,0,0,0,0,0,0,0,Aphid,1,1,,,,,,,,,
7/18/24,3,T02-12,Tie,Lep,0,0,1,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-12,Tie,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T03-01,Fold,Lep,0,1,0,0,0,0,0,0,0,Aphid,1,1,,,,,,,,,
7/18/24,3,T03-01,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T03-01,Web,Unk,0,1,0,0,0,0,0,0,0,Aphid,1,1,,,,,,,,,
7/18/24,3,T03-01,Web,Ara,0,0,0,0,0,0,0,0,0,On trunk and branches,0,1,,,,,,,,,
7/18/24,3,T03-01,Gall,,0,0,0,0,0,0,0,0,6,Orange,NA,NA,,,,,,,,,
7/18/24,3,T03-06,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T03-06,Tie,Lep,0,0,1,0,0,0,0,0,0,,2,2,,,,,,,,,
7/18/24,3,T03-06,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,3,,,,,,,,,
7/18/24,3,T03-06,Gall,,0,0,0,0,0,0,0,0,37,Orange,NA,NA,,,,,,,,,
7/18/24,3,T03-07,Web,Ara,0,0,0,0,0,0,0,0,0,Plus stem,1,1,,,,,,,,,
7/18/24,3,T01-02,Gall,,0,0,0,0,0,0,0,0,1,Downward pinch gall,NA,NA,,,,,,,,,
7/18/24,3,T01-04,Gall,,0,0,0,0,0,0,0,0,72,Oak blister,NA,NA,,,,,,,,,
7/18/24,3,T01-08,Web,Ara,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/18/24,3,T01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
7/18/24,3,T02-01,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T02-03,Web,Lep,0,5,0,0,0,0,0,0,0,Aphids,1,1,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs and leaves out of range,6,1,,,,,,,,,
7/18/24,3,T02-07,Web,Ara,1,0,0,0,0,0,0,0,0,,12,1,,,,,,,,,
7/18/24,3,T02-07,Web,Lep,0,0,1,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T02-07,Web,Lep,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
7/18/24,3,T02-07,Web,Lep,0,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,
7/18/24,3,T02-07,Web,Lep,0,0,1,0,0,0,0,0,0,Caterpillar fell and could not be replaced,2,1,,,,,,,,,
7/18/24,3,T02-07,Web,Lep,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/18/24,3,T02-09,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,2,1,,,,,,,,,
7/18/24,3,T02-09,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-11,Web,Ara,1,0,1,0,0,0,0,0,0,Caterpillar was in web but moved out later (iNat by Holly),0,1,,,,,,,,,
7/18/24,3,T02-11,Web,Ara,1,0,0,0,0,0,0,0,0,Twigs,0,1,,,,,,,,,
7/18/24,3,T02-11,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-19,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/18/24,3,T02-15,Tie,Lep,0,0,1,0,0,0,0,0,0,,2,2,,,,,,,,,
7/18/24,3,T02-15,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T02-15,Fold,Lep,1,0,0,0,0,0,0,0,0,Silk added by spider,1,1,,,,,,,,,
7/18/24,3,T02-15,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T02-16,Web,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,2,1,,,,,,,,,
7/18/24,3,T02-16,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T03-04,Web,Ara,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T03-04,Web,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,1,1,,,,,,,,,
7/18/24,3,T03-04,Gall,,0,0,0,0,0,0,0,0,34,Orange,NA,NA,,,,,,,,,
7/18/24,3,T03-12,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,2,1,,,,,,,,,
7/18/24,3,T03-12,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,3,1,,,,,,,,,
7/18/24,3,T03-12,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs and trunk,7,1,,,,,,,,,
7/18/24,3,T03-12,Fold,Lep,0,0,0,0,0,0,0,0,0,On same leaf,1,2,,,,,,,,,
7/18/24,3,T03-12,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,1,2,,,,,,,,,
7/18/24,3,T03-05,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T03-05,Web,Ara,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/18/24,3,T03-05,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,4,1,,,,,,,,,
7/18/24,3,T03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
7/18/24,3,T03-11,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-03,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,8,,,,,,,,,
7/18/24,3,T04-03,Web,Ara,0,0,0,0,0,0,0,0,0,"On twigs, 2 unidentified prey",0,1,,,,,,,,,
7/18/24,3,T04-03,Gall,Mites,0,0,0,0,0,0,0,0,20,Witch hats,NA,NA,,,,,,,,,
7/18/24,3,T04-09,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,6,,,,,,,,,
7/18/24,3,T04-09,Web,Ara,1,0,0,0,0,0,0,1,0,"With 5 plus small flying prey, big branch web. Spider egg sac.",0,1,,,,,,,,,
7/18/24,3,T04-09,Gall,Mites,0,0,0,0,0,0,0,0,16,Witch hats,NA,NA,,,,,,,,,
7/18/24,3,T04-14,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,19,,,,,,,,,
7/18/24,3,T04-14,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-14,Fold,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac,1,1,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,1,0,0,0,0,0,0,0,0,Big twig web,0,1,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,0,0,0,0,0,0,0,1,0,Spider egg sac between twigs,0,1,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,0,0,0,0,0,0,0,0,0,Small twig web,0,1,,,,,,,,,
7/18/24,3,T04-14,Gall,,0,0,0,0,0,0,0,0,37,Witch hats,NA,NA,,,,,,,,,
7/18/24,3,T04-15,Web,Lep,0,0,0,0,0,0,0,0,0,Eclosed lep pupa,1,1,,,,,,,,,
7/18/24,3,T04-15,Gall,,0,0,0,0,0,0,0,0,22,Spindle galls,NA,NA,,,,,,,,,
7/18/24,3,T04-18,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,44,,,,,,,,,
7/18/24,3,T04-18,Web,Ara,0,0,0,0,0,0,0,0,0,"1 trapped live hem, not an inhabitant",1,1,,,,,,,,,
7/18/24,3,T04-18,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-18,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-18,Web,Ara,1,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T04-18,Gall,,0,0,0,0,0,0,0,0,11,Witch hats,NA,NA,,,,,,,,,
7/18/24,3,T04-19,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-19,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-19,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,1,1,,,,,,,,,
7/18/24,3,T04-19,Web,Ara,0,0,0,0,0,0,0,0,0,Empty spider egg sac. Plus twig,1,1,,,,,,,,,
7/18/24,3,T03-08,Web,Ara,1,0,0,0,0,0,0,1,0,Plus stem. Egg sac,3,1,,,,,,,,,
7/18/24,3,T03-11,Web,Ara,0,0,0,0,0,0,0,0,0,Plus stem,5,1,,,,,,,,,
7/18/24,3,T03-11,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branches,3,1,,,,,,,,,
7/18/24,3,T03-11,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branch,2,1,,,,,,,,,
7/18/24,3,T04-05,Fold,Unk,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-06,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-06,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-06,Web,Ara,1,0,0,0,0,0,0,0,0,On trunk and twigs,0,1,,,,,,,,,
7/18/24,3,T04-06,Web,Ara,1,0,0,0,0,0,0,0,0,On twig,0,1,,,,,,,,,
7/18/24,3,T04-20,Web,Lep,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,4,0,0,0,0,0,0,0,0,Plus trunk and branches,4,1,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,0,0,0,0,0,0,0,0,0,On trunk,0,1,,,,,,,,,
7/18/24,3,T04-14,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-14,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,22,,,,,,,,,
7/18/24,3,T04-14,Tie,Lep,0,0,1,0,0,0,0,0,0,,2,2,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,0,0,0,0,0,0,0,3,0,,1,1,,,,,,,,,
7/18/24,3,T04-14,Fold,Unk,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,1,0,0,0,0,0,0,0,0,Made leaf fold,1,2,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branch,6,1,,,,,,,,,
7/18/24,3,T04-14,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-14,Web,Ara,1,0,0,0,0,0,0,0,0,Plus branches,3,1,,,,,,,,,
7/18/24,3,T04-14,Gall,,0,0,0,0,0,0,0,0,32,Witch hats,NA,NA,,,,,,,,,
7/18/24,3,T04-17,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,7,,,,,,,,,
7/18/24,3,T04-17,Web,Ara,0,0,0,0,0,0,0,0,0,On twigs,0,1,,,,,,,,,
7/18/24,3,T04-17,Web,Ara,0,0,0,0,0,0,0,1,0,On branches,0,1,,,,,,,,,
7/18/24,3,T04-04,Web,Ara,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/18/24,3,T04-07,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-07,Tie,Lep,0,0,0,0,0,1,0,0,0,Mumified lep,3,1,,,,,,,,,
7/18/24,3,T04-07,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,14,,,,,,,,,
7/18/24,3,T04-07,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-07,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-07,Gall,,0,0,0,0,0,0,0,0,39,Witch hats,NA,NA,,,,,,,,,
7/18/24,3,T04-16,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
7/18/24,3,T04-16,Curl,Lep,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-16,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-17,Web,Ara,1,0,0,0,0,0,0,0,0,Stem,0,1,,,,,,,,,
7/18/24,3,T04-16,Web,Ara,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/18/24,3,T04-16,Web,Ara,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/18/24,3,T04-12,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,15,,,,,,,,,
7/18/24,3,T04-12,Fold,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-12,Fold,Lep,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-12,Gall,,0,0,0,0,0,0,0,0,8,Witch hats,NA,NA,,,,,,,,,
7/18/24,3,T04-12,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,18,,,,,,,,,
7/18/24,3,T04-12,Roll,Lep,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
7/18/24,3,T04-12,Fold,Lep,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/18/24,3,T04-12,Web,Ara,0,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/19/24,3,T08-05,Web,Ara,0,0,0,0,0,0,0,0,0,On twigs,0,1,,,,,,,,,
7/19/24,3,T08-05,Web,Ara,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/19/24,3,T08-05,Web,Ara,0,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,
7/19/24,3,T08-05,Curl,Hem,0,0,0,0,0,0,0,0,0,Probably hem,1,2,,,,,,,,,
7/19/24,3,T08-05,Roll,Lep,0,0,1,0,0,0,0,0,0,Built from a leaf curl but has silk and more layers,1,1,,,,,,,,,
7/19/24,3,T08-05,Curl,Hem,0,0,0,1,0,0,0,0,0,I think it crawled out and dropped,1,1,,,,,,,,,
7/19/24,3,T08-05,Curl,Hem,0,0,0,0,0,1,0,0,0,Small wasp,1,1,,,,,,,,,
7/19/24,3,T08-07,Tie,Lep,0,0,1,0,0,0,0,0,0,,2,2,,,,,,,,,
7/19/24,3,T08-07,Web,Lep,0,0,2,1,0,0,0,0,0,,2,2,,,,,,,,,
7/19/24,3,T08-07,Web,Ara,0,0,0,0,0,0,0,0,0,On twigs,0,1,,,,,,,,,
7/19/24,3,T08-07,Curl,Hem,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T08-08,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,8,,,,,,,,,
7/19/24,3,T08-08,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twigs,3,1,,,,,,,,,
7/19/24,3,T08-08,Gall,,0,0,0,0,0,0,0,0,2,Witch hats,NA,NA,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,4,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,,1,6,,,,,,,,,
7/19/24,3,T08-09,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,5,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,74,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,2,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,0,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,
7/19/24,3,T08-09,Fold,Lep,0,0,0,0,0,0,0,0,0,1 thrips (Thysonoptera),1,1,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,0,1,0,0,0,0,0,0,Ribbed cocoon Bucculatricidae,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,0,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,
7/19/24,3,T08-09,Tie,Lep,0,0,1,0,0,0,0,0,0,,2,1,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,0,0,0,0,0,0,0,0,1 Thrips,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,0,0,0,0,0,0,0,0,Dead caterpillar,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,4 daddy long legs outside,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twigs,5,1,,,,,,,,,
7/19/24,3,T08-09,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,0,0,0,0,0,0,0,0,0,Next to a curl,1,1,,,,,,,,,
7/19/24,3,T08-09,Web,Ara,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,1,0,0,0,0,0,0,0,,1,4,,,,,,,,,
7/19/24,3,T08-09,Curl,Hem,0,1,0,0,0,0,0,0,0,Not an aphid,1,2,,,,,,,,,
7/19/24,3,T08-09,Gall,,0,0,0,0,0,0,0,0,975,Green beech fuzzies,NA,NA,,,,,,,,,
7/19/24,3,T07-04,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T07-05,Web,Lep,0,0,1,0,0,0,0,0,0,Same leaf (1 of 2). Covered by spider web,1,1,,,,,,,,,
7/19/24,3,T07-05,Web,Ara,0,0,0,0,0,0,0,0,0,Same leaf (2 of 2). On top of lep web,1,1,,,,,,,,,
7/19/24,3,T07-05,Fold,Lep,0,0,0,0,0,0,0,0,0,,1,39,,,,,,,,,
7/19/24,3,T07-05,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T07-05,Web,Ara,0,0,0,0,0,0,0,1,0,Strand with spider egg sac,0,1,,,,,,,,,
7/19/24,3,T07-05,Web,Ara,1,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,
7/19/24,3,T07-05,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T07-05,Gall,,0,0,0,0,0,0,0,0,44,Witch hats,NA,NA,,,,,,,,,
7/19/24,3,T06-01,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twigs,10,1,,,,,,,,,
7/19/24,3,T06-01,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/19/24,3,T06-01,Fold,Lep,0,0,1,0,0,0,0,0,0,"Dead leaf broke off, tucked among leaves",1,1,,,,,,,,,
7/19/24,3,T06-01,Web,Ara,1,0,0,0,0,0,0,0,0,,3,1,,,,,,,,,
7/19/24,3,T06-01,Gall,,0,0,0,0,0,0,0,0,1,Orange,NA,NA,,,,,,,,,
7/19/24,3,T06-01,Web,Ara,1,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,
7/19/24,3,T06-01,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,15,,,,,,,,,
7/19/24,3,T06-01,Web,Ara,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T06-01,Fold,Lep,0,0,1,0,0,0,0,0,0,,1,2,,,,,,,,,
7/19/24,3,T06-01,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twigs,7,1,,,,,,,,,
7/19/24,3,T06-01,Web,Ara,0,0,0,0,0,0,0,0,0,Plus twig,1,1,,,,,,,,,
7/19/24,3,T06-01,Tie,Lep,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,
7/19/24,3,T06-01,Gall,,0,0,0,0,0,0,0,0,42,Doughnut galls,NA,NA,,,,,,,,,
7/19/24,3,T06-02,Curl,Hem,0,0,0,0,0,0,0,0,0,,1,14,,,,,,,,,
7/19/24,3,T06-02,Curl,Hem,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,
7/19/24,3,T06-02,Tie,Lep,0,0,2,0,0,0,0,0,0,,2,1,,,,,,,,,
7/19/24,3,T06-02,Web,Ara,1,0,0,0,0,0,0,0,0,Plus twig,3,1,,,,,,,,,
7/19/24,3,T06-02,Web,Ara,1,0,0,0,0,0,0,0,0,,4,1,,,,,,,,,
